studyID,studyName,species,treatment,treatment.year,%BA-removed,treatment.notes,measurement.year,responseVariable,units,mean_treatment,n_treatment,sd_treatment,se_treatment,mean_control,n_control,sd_control,se_control,disturbance,disturbanceStart,disturbanceEnd,mortalityAgent,method,SiteName,latitude coordinate,longitude coordinate,comment,"Carbon-vs-Mortality (1=Carbon, 2=Mortality)",ImputedBAremoved? (1=yes),ImputedSD? (1=yes),MortalityAttributionUncertain (1=yes),PercentComposition,"GroupingFlags (same number = should be grouped later, recycle numbers between studies. If nothing should be grouped, write NA)",Nis2,NoTrueControl,thin_severity,Olson_Biome,cwd,map,vpd,mat
193,Zhang et al 2013,Ponderosa Pine,thinning,"1965, 1975, 1985",47.39130435,544_stems_per_hectare,2012,basal area mortality,fraction,0.052419,3,NA,NA,0.100418,3,NA,NA,insects,1987,2012,dendroctonus bark beetle,Field experiment,Lookout Mountain,43.46,-121.43,"**methods suggest 45 years of measurement, figure 6 says 60 years. typo?.*** n likely 3 but not sure **** Cedric recalculated it as fraction mortality, using the total BA as baseline",2,0,1,0,,NA,0,1,moderate,Temperate Conifer Forests,699.37,676.026667,0.76477778,6.56779167
193,Zhang et al 2013,Ponderosa Pine,thinning,"1969, 1979, 1989",65.2173913,180_stems_per_hectare,2012,basal area mortality,fraction,0.014286,3,NA,NA,0.447273,3,NA,NA,insects,1987,2012,dendroctonus bark beetle,Field experiment,Elliot Ranch,39.09,-120.45,"**methods suggest 45 years of measurement, figure 6 says 60 years. typo?.*** n likely 3 but not sure **** Cedric recalculated it as fraction mortality, using the total BA as baseline",2,0,1,0,,NA,0,1,high,Temperate Conifer Forests,600.443333,493.74,0.63119444,6.61136111
193,Zhang et al 2013,Ponderosa Pine,thinning,"1969, 1979, 1989",51.67464115,316_stems_per_hectare,2012,basal area mortality,fraction,0.042373,3,NA,NA,0.447273,3,NA,NA,insects,1987,2012,dendroctonus bark beetle,Field experiment,Elliot Ranch,39.09,-120.45,"**methods suggest 45 years of measurement, figure 6 says 60 years. typo?.*** n likely 3 but not sure **** Cedric recalculated it as fraction mortality, using the total BA as baseline",2,0,1,0,,NA,0,1,high,Temperate Conifer Forests,600.443333,493.74,0.63119444,6.61136111
193,Zhang et al 2013,Ponderosa Pine,thinning,"1969, 1979, 1989",37.55868545,452_stems_per_hectare,2012,basal area mortality,fraction,0.174274,3,NA,NA,0.447273,3,NA,NA,insects,1987,2012,dendroctonus bark beetle,Field experiment,Elliot Ranch,39.09,-120.45,"**methods suggest 45 years of measurement, figure 6 says 60 years. typo?.*** n likely 3 but not sure **** Cedric recalculated it as fraction mortality, using the total BA as baseline",2,0,1,0,,NA,0,1,moderate,Temperate Conifer Forests,600.443333,493.74,0.63119444,6.61136111
193,Zhang et al 2013,Ponderosa Pine,thinning,"1969, 1979, 1989",29.46428571,588_stems_per_hectare,2012,basal area mortality,fraction,0.306773,3,NA,NA,0.447273,3,NA,NA,insects,1987,2012,dendroctonus bark beetle,Field experiment,Elliot Ranch,39.09,-120.45,"**methods suggest 45 years of measurement, figure 6 says 60 years. typo?.*** n likely 3 but not sure **** Cedric recalculated it as fraction mortality, using the total BA as baseline",2,0,1,0,,NA,0,1,moderate,Temperate Conifer Forests,600.443333,493.74,0.63119444,6.61136111
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.3,Stands 13&14,1990,basal area mortality,fraction,0.00757863,10,0.03594859,0.01136794,0.01091107,10,0.0215649,0.00681942,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,1,0,0,moderate,Temperate Broadleaf and Mixed Forests,222.953333,1213.02333,0.85230556,17.3383611
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.3,Stands 13&14,1991,basal area mortality,fraction,0.05494506,10,0.06590575,0.02084123,0.14593562,10,0.07332068,0.02318603,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,1,0,0,moderate,Temperate Broadleaf and Mixed Forests,222.953333,1213.02333,0.85230556,17.3383611
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.3,Stands 13&14,1992,basal area mortality,fraction,0.1061008,10,0.07189718,0.02273588,0.25095472,10,0.11213751,0.03546099,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,1,0,0,moderate,Temperate Broadleaf and Mixed Forests,222.953333,1213.02333,0.85230556,17.3383611
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.3,Stands 13&14,1993,basal area mortality,fraction,0.06252368,10,0.04194002,0.0132626,0.05046372,10,0.05175577,0.01636661,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,1,0,0,moderate,Temperate Broadleaf and Mixed Forests,222.953333,1213.02333,0.85230556,17.3383611
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.3,Stands 13&14,1994,basal area mortality,fraction,0.00757863,10,0.04194002,0.0132626,0.01227496,10,0.0215649,0.00681942,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,1,0,0,moderate,Temperate Broadleaf and Mixed Forests,126.24,1063.04,0.60019444,11.5051389
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.6,Stamds 15&16,1990,basal area mortality,fraction,0.00968992,19,0.07391544,0.01695736,0.01484414,13,0.03568086,0.00989609,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,2,0,0,moderate,Temperate Broadleaf and Mixed Forests,126.24,1063.04,0.60019444,11.5051389
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.6,Stamds 15&16,1991,basal area mortality,fraction,0.25436047,19,0.13727153,0.03149225,0.35460993,13,0.14272345,0.03958436,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,2,0,0,moderate,Temperate Broadleaf and Mixed Forests,126.24,1063.04,0.60019444,11.5051389
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.6,Stamds 15&16,1992,basal area mortality,fraction,0.12596899,19,0.12671218,0.02906977,0.09401286,13,0.06541492,0.01814283,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,2,0,0,moderate,Temperate Broadleaf and Mixed Forests,126.24,1063.04,0.60019444,11.5051389
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.6,Stamds 15&16,1993,basal area mortality,fraction,0.03149225,19,0.05279674,0.0121124,0.02968827,13,0.02378724,0.00659739,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,2,0,0,moderate,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,32.6,Stamds 15&16,1994,basal area mortality,fraction,0,19,0.05279674,0.0121124,0.0032987,13,0.02973405,0.00824674,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,2,0,0,moderate,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,19.6,Stands 7&8,1990,basal area mortality,fraction,0.00813008,11,0.02696443,0.00813008,0.009375,11,0.03627558,0.0109375,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,3,0,0,low,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,19.6,Stands 7&8,1991,basal area mortality,fraction,0.1300813,11,0.1132506,0.03414634,0.2078125,11,0.15028456,0.0453125,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,3,0,0,low,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,19.6,Stands 7&8,1992,basal area mortality,fraction,0.04552846,11,0.04853597,0.01463415,0.071875,11,0.07255117,0.021875,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,3,0,0,low,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,19.6,Stands 7&8,1993,basal area mortality,fraction,0.01138211,11,0.04314309,0.01300813,0.0265625,11,0.04145781,0.0125,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,3,0,0,low,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
201,Muzika et al. 2000,Mixed Oaks,Thinning,1989,19.6,Stands 7&8,1994,basal area mortality,fraction,0,11,0.0377502,0.01138211,0.00625,11,0.03627558,0.0109375,insects,1990,1994,two-lined chestnut borer,Field experiment,West Virginia Univerity Forest,39.69,-79.77,"Lat and lon are location of research station hq, not individual stands; Mortality rate and ERRORS calculated by dividing mean and ERROR of dead BA by initial BA (without ERROR)..., mortality recalculated as fraction by Cedric",2,0,0,0,,3,0,0,low,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
211,Temperli et al 2014,Spruce,Thinning,1992-1998,NA,,2013,basal area,m2/ha,28.9,5,7.826237921,3.5,38.2,5,4.472135955,2,insects,2003,2013,spruce beetle,Field experiment,Dunton,37.8,-108.1,,1,0,0,0,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
211,Temperli et al 2014,Spruce,Thinning,1992-1998,NA,,2013,basal area,m2/ha,18.6,5,11.85116028,5.3,51,5,25.04396135,11.2,insects,2003,2013,spruce beetle,Field experiment,Stoner Mesa,37.75,-108.15,,1,0,0,0,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
211,Temperli et al 2014,Spruce,Thinning,1992-1998,NA,,2013,basal area,m2/ha,19.6,5,6.708203932,3,31.4,5,12.07476708,5.4,insects,2003,2013,spruce beetle,Field experiment,Hermosa,37.65,-107.9,,1,0,0,0,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
211,Temperli et al 2014,Spruce,Thinning,1992-1998,NA,,2013,basal area,m2/ha,20.6,5,10.0623059,4.5,31,5,17.21772343,7.7,insects,2003,2013,spruce beetle,Field experiment,Tuckerville,37.5,-107.5,,1,0,0,0,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
283,Fettig et al 2014,"Pinus ponderosa and jeffreyi, Abies concolor",h-burn-all,1997-2000,4.39259233,"BA removed here is % of trees removed, where removed is derived by substracting the beetle-caused mortality from total mortality over the measurement period. Non-beetle mortality was less than 1 % in control plots, so I think most of it can be attributed to fire mortality in the burn plots.",2008-2012,mortality % of trees,fraction,0.0621085595,6,0.0485806943,0.0198329854,0.0521920668,6,0.0460238156,0.0187891441,insects,unclear (200ish?),unclear (2010ish?),"bark beetles, various",Field experiment,Blacks Mountain Experimental Forest,40.67,-121.17,"Measurements roughly 10yr after treatment, number in treatment column refers to midpoint of 10cm diameter classes, ""l"" and ""h"" refer to thinning treatments prior to burns. These don't have a control, so should not be used as factor here.",2,0,0,1,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
283,Fettig et al 2014,"Pinus ponderosa and jeffreyi, Abies concolor",l-burn-all,1997-2000,9.9046145,"BA removed here is % of trees removed, where removed is derived by substracting the beetle-caused mortality from total mortality over the measurement period. Non-beetle mortality was less than 1 % in control plots, so I think most of it can be attributed to fire mortality in the burn plots.",2008-2012,mortality % of trees,fraction,0.0871607516,6,0.0473022549,0.0193110647,0.0412317328,6,0.0485806943,0.0198329854,insects,unclear (200ish?),unclear (2010ish?),"bark beetles, various",Field experiment,Blacks Mountain Experimental Forest,40.67,-121.17,"Measurements roughly 10yr after treatment, number in treatment column refers to midpoint of 10cm diameter classes, ""l"" and ""h"" refer to thinning treatments prior to burns. These don't have a control, so should not be used as factor here.",2,0,0,1,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
284,Westlind and Kerns 2021,Ponderosa Pine,fall burn - 5 yr reburn interval,"1997, 2002, 2007, 2012/13 ",NA,"no mention of severity, but probably lower severity, as flame length only 1.5m",2002-2017,mortality,nr trees per ha,3.44387755,6,7.57176455,3.09115993,12.8188776,6,7.97027847,3.25385256,insects,unclear (2002),unclear (2017),western pine beetle,Field experiment,Emigrant Creek Ranger District,43.8,-118.98,Cumulative mortality from 2002 to 2017,2,0,0,1,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
284,Westlind and Kerns 2021,Ponderosa Pine,fall burn - 15 yr reburn interval,"1997, 2012/13 ",NA,"no mention of severity, but probably lower severity, as flame length only 1.5m",2002-2017,mortality,nr trees per ha,6.05867347,6,8.20938683,3.35146814,12.8188776,6,7.97027847,3.25385256,insects,unclear (2002),unclear (2017),western pine beetle,Field experiment,Emigrant Creek Ranger District,43.8,-118.98,Cumulative mortality from 2002 to 2018,2,0,0,1,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
284,Westlind and Kerns 2021,Ponderosa Pine,spring burn - 5 yr reburn interval,"1998, 2003, 2008, 2013/14",NA,"no mention of severity, but probably lower severity, as flame length only 1.5m",2002-2017,mortality,nr trees per ha,12.627551,6,7.49206177,3.05862141,12.8188776,6,7.97027847,3.25385256,insects,unclear (2002),unclear (2017),western pine beetle,Field experiment,Emigrant Creek Ranger District,43.8,-118.98,Cumulative mortality from 2002 to 2019,2,0,0,1,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
284,Westlind and Kerns 2021,Ponderosa Pine,spring burn - 15 yr reburn interval,"1998, 2012/13 ",NA,"no mention of severity, but probably lower severity, as flame length only 1.5m",2002-2017,mortality,nr trees per ha,10.5867347,6,7.73117012,3.15623698,12.8188776,6,7.97027847,3.25385256,insects,unclear (2002),unclear (2017),western pine beetle,Field experiment,Emigrant Creek Ranger District,43.8,-118.98,Cumulative mortality from 2002 to 2020,2,0,0,1,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
288,Fettig et al 2010,"Mixed conifers, mostly ponderosa and jeffrey pine",early-season-burn-all,2005,15.4368932,"BA removed here is % of trees removed, where removed is derived from ""direct mortality"", i.e. trees which died from the fire by 2008 without signs of beetle attack.",2008,mortality % of trees,fraction,0.0601398601,3,0.0218020381,0.0125874126,0.0027972028,3,0.0012112243,0.0006993007,insects,unclear (2005?),unclear (2008),"bark beetles, various",Field experiment,Tahoe National Forest,39.45,-120.12,Number in the treatment column is mid-point of 10cm diameter class,2,0,0,0,,NA,0,0,,Temperate Conifer Forests,567.62,393.13,0.69525,5.54275
288,Fettig et al 2010,"Mixed conifers, mostly ponderosa and jeffrey pine",late-season-burn-all,2005,18.3495146,"BA removed here is % of trees removed, where removed is derived from ""direct mortality"", i.e. trees which died from the fire by 2008 without signs of beetle attack.",2008,mortality % of trees,fraction,0.0692307692,3,0.046026525,0.0265734266,0.0027972028,3,0.0012112243,0.0006993007,insects,unclear (2005?),unclear (2008),"bark beetles, various",Field experiment,Tahoe National Forest,39.45,-120.12,Number in the treatment column is mid-point of 10cm diameter class,2,0,0,0,,NA,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Douglas-fir,Thin,2001,40,"34-45%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0,3,NA,NA,0,3,NA,NA,insects,2001,2005,douglas Fir Beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,1,0,0,moderate,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Douglas-fir,Thin + Burn,2001&2002,62,"58-65%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.2,3,NA,NA,0,3,NA,NA,insects,2001,2005,douglas Fir Beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,2,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Douglas-fir,Burn,2002,8,"0-16%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.06,3,NA,NA,0,3,NA,NA,insects,2001,2005,douglas Fir Beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,3,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Thin,2001,40,"34-45%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0012,3,NA,NA,0.0116,3,NA,NA,insects,2001,2005,mountain pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,1,0,0,moderate,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Thin + Burn,2001&2002,62,"58-65%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0034,3,NA,NA,0.0116,3,NA,NA,insects,2001,2005,mountain pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,2,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Burn,2002,8,"0-16%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0273,3,NA,NA,0.0116,3,NA,NA,insects,2001,2005,mountain pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,3,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Thin,2001,40,"34-45%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0,3,NA,NA,0,3,NA,NA,insects,2001,2005,western pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,1,0,0,moderate,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Thin + Burn,2001&2002,62,"58-65%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0067,3,NA,NA,0,3,NA,NA,insects,2001,2005,western pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,2,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Burn,2002,8,"0-16%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0087,3,NA,NA,0,3,NA,NA,insects,2001,2005,western pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,3,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Thin,2001,40,"34-45%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0002,3,NA,NA,0.015,3,NA,NA,insects,2001,2005,pine engraver,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,1,0,0,moderate,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Thin + Burn,2001&2002,62,"58-65%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0104,3,NA,NA,0.015,3,NA,NA,insects,2001,2005,pine engraver,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,2,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Ponderosa pine,Burn,2002,8,"0-16%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0037,3,NA,NA,0.015,3,NA,NA,insects,2001,2005,pine engraver,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,3,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Lodgepole pine,Thin,2001,40,"34-45%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0,3,NA,NA,0,3,NA,NA,insects,2001,2005,mountain pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,1,0,0,moderate,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Lodgepole pine,Thin + Burn,2001&2002,62,"58-65%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0,3,NA,NA,0,3,NA,NA,insects,2001,2005,mountain pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,2,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Lodgepole pine,Burn,2002,8,"0-16%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.333,3,NA,NA,0,3,NA,NA,insects,2001,2005,mountain pine beetle,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,3,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Lodgepole pine,Thin,2001,40,"34-45%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.0667,3,NA,NA,0,3,NA,NA,insects,2001,2005,pine engraver,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,1,0,0,moderate,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Lodgepole pine,Thin + Burn,2001&2002,62,"58-65%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.5,3,NA,NA,0,3,NA,NA,insects,2001,2005,pine engraver,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,2,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
292,Six and Ksov 2009,Lodgepole pine,Burn,2002,8,"0-16%, BA removed calculated from Table 1 BA before and 5 years after treatment",2004,"mortality, % of trees",fraction,0.333,3,NA,NA,0,3,NA,NA,insects,2001,2005,pine engraver,Field Experiment,University of Montana Lubrecht Experimental Forest,47,-113,Extracted from Table 2,2,0,1,0,,3,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
299,McNichol et al 2019,Loblolly pine (and a few shortleaf pines),burn-may,2017,NA,keeping flame hight below 1m whenever possible. 5 trees died with high scorch rating and no beetles,2017,"mortality, % of trees",fraction,0.0214054054,15,0.0502441083,0.012972973,0.0703783784,15,0.051500211,0.0132972973,insects,before treatment,Nov 2017,"Ips species for the most part, but some trees died with low or now Ips infestation",Field experiment,Bishop F Grant Memorial Forest,33.42,-83.45,"Note: barkbeetles were present BEFORE fire treatment and died down at last census (ca 6 month after burn), mortality is not always definitely bark beetle caused!",2,1,0,1,,NA,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
299,McNichol et al 2019,Loblolly pine (and a few shortleaf pines),burn-july,2017,NA,keeping flame hight below 1m whenever possible. 5 trees died with high scorch rating and no beetles,2017,"mortality, % of trees",fraction,0.024972973,15,0.0502441083,0.012972973,0.0943783784,15,0.0502441083,0.012972973,insects,before treatment,Nov 2017,"Ips species for the most part, but some trees died with low or now Ips infestation",Field experiment,Bishop F Grant Memorial Forest,33.42,-83.45,"Note: barkbeetles were present BEFORE fire treatment and died down at last census (ca 6 month after burn), mortality is not always definitely bark beetle caused!",2,1,0,1,,NA,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
299,McNichol et al 2019,Loblolly pine (and a few shortleaf pines),burn-sept,2017,NA,keeping flame hight below 1m whenever possible. 5 trees died with high scorch rating and no beetles,2017,"mortality, % of trees",fraction,0.024972973,15,0.0502441083,0.012972973,0.102810811,15,0.051500211,0.0132972973,insects,before treatment,Nov 2017,"Ips species for the most part, but some trees died with low or now Ips infestation",Field experiment,Bishop F Grant Memorial Forest,33.42,-83.45,"Note: barkbeetles were present BEFORE fire treatment and died down at last census (ca 6 month after burn), mortality is not always definitely bark beetle caused!",2,1,0,1,,NA,0,0,,Temperate Conifer Forests,505.826667,1495.69667,0.94080556,11.7462639
